"GEO_ID","NAME","B25034_001E","B25034_001M","B25034_002E","B25034_002M","B25034_003E","B25034_003M","B25034_004E","B25034_004M","B25034_005E","B25034_005M","B25034_006E","B25034_006M","B25034_007E","B25034_007M","B25034_008E","B25034_008M","B25034_009E","B25034_009M","B25034_010E","B25034_010M","B25034_011E","B25034_011M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Built 2014 or later","Margin of Error!!Total:!!Built 2014 or later","Estimate!!Total:!!Built 2010 to 2013","Margin of Error!!Total:!!Built 2010 to 2013","Estimate!!Total:!!Built 2000 to 2009","Margin of Error!!Total:!!Built 2000 to 2009","Estimate!!Total:!!Built 1990 to 1999","Margin of Error!!Total:!!Built 1990 to 1999","Estimate!!Total:!!Built 1980 to 1989","Margin of Error!!Total:!!Built 1980 to 1989","Estimate!!Total:!!Built 1970 to 1979","Margin of Error!!Total:!!Built 1970 to 1979","Estimate!!Total:!!Built 1960 to 1969","Margin of Error!!Total:!!Built 1960 to 1969","Estimate!!Total:!!Built 1950 to 1959","Margin of Error!!Total:!!Built 1950 to 1959","Estimate!!Total:!!Built 1940 to 1949","Margin of Error!!Total:!!Built 1940 to 1949","Estimate!!Total:!!Built 1939 or earlier","Margin of Error!!Total:!!Built 1939 or earlier"
"1400000US36103190504","Census Tract 1905.04, Suffolk County, New York","1827","39","10","11","24","27","342","81","229","69","434","82","208","58","198","69","122","59","72","43","188","66"
"1400000US36103190601","Census Tract 1906.01, Suffolk County, New York","3935","104","9","14","62","34","465","110","275","80","510","129","402","110","799","139","869","162","77","51","467","120"
"1400000US36103190603","Census Tract 1906.03, Suffolk County, New York","2848","100","66","58","7","10","111","74","244","89","427","132","742","183","492","134","336","151","22","23","401","129"
"1400000US36103190604","Census Tract 1906.04, Suffolk County, New York","2784","74","0","12","0","12","266","129","278","111","371","144","479","128","535","149","543","145","91","72","221","101"
"1400000US36103190704","Census Tract 1907.04, Suffolk County, New York","4651","86","62","45","12","16","369","127","964","160","876","181","786","146","207","56","133","62","213","77","1029","187"
"1400000US36103190705","Census Tract 1907.05, Suffolk County, New York","3021","108","39","47","97","89","135","81","282","118","529","171","728","205","395","179","382","130","196","81","238","112"
"1400000US36103190706","Census Tract 1907.06, Suffolk County, New York","3385","132","116","95","31","29","400","128","528","128","435","141","438","130","307","125","437","137","209","91","484","162"
"1400000US36103190707","Census Tract 1907.07, Suffolk County, New York","4455","136","267","154","85","78","426","169","571","162","837","211","920","207","519","182","447","170","255","149","128","91"
"1400000US36103190708","Census Tract 1907.08, Suffolk County, New York","1931","50","113","60","25","15","264","57","172","66","236","78","275","71","259","57","141","44","60","27","386","72"
"1400000US36103190800","Census Tract 1908, Suffolk County, New York","3672","247","114","80","69","45","210","79","281","112","643","164","413","161","301","126","383","130","186","90","1072","235"
"1400000US36103200901","Census Tract 2009.01, Suffolk County, New York","1891","75","58","32","61","29","180","76","130","43","106","39","117","35","131","42","175","49","50","28","883","92"
"1400000US36103200902","Census Tract 2009.02, Suffolk County, New York","6936","204","84","99","55","43","664","204","1446","306","1301","231","1547","280","245","116","484","151","352","147","758","187"
"1400000US36103201001","Census Tract 2010.01, Suffolk County, New York","4833","189","50","81","138","91","482","197","418","163","1006","245","1376","251","677","211","527","206","70","64","89","58"
"1400000US36103201003","Census Tract 2010.03, Suffolk County, New York","3931","128","70","43","0","12","722","142","765","162","965","153","388","128","244","81","388","114","51","34","338","112"
"1400000US36103201004","Census Tract 2010.04, Suffolk County, New York","4664","128","105","97","40","49","510","131","526","156","1016","192","830","206","657","170","312","135","51","50","617","179"
"1400000US36103201100","Census Tract 2011, Suffolk County, New York","1459","41","0","17","0","17","0","17","50","33","19","24","318","108","449","113","414","116","122","79","87","65"
"1400000US36103990100","Census Tract 9901, Suffolk County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US36105950100","Census Tract 9501, Sullivan County, New York","2007","154","30","20","8","15","144","60","238","82","364","125","269","90","292","98","254","101","109","66","299","114"
"1400000US36105950200","Census Tract 9502, Sullivan County, New York","3178","225","118","102","111","60","401","144","261","108","234","103","397","124","216","98","159","72","190","90","1091","209"
"1400000US36105950300","Census Tract 9503, Sullivan County, New York","1433","56","12","10","28","22","172","51","100","36","112","40","209","49","162","45","102","36","66","34","470","68"
"1400000US36105950400","Census Tract 9504, Sullivan County, New York","2263","150","12","18","31","35","328","138","288","112","180","96","259","118","175","87","214","97","92","49","684","155"
"1400000US36105950500","Census Tract 9505, Sullivan County, New York","1697","127","20","34","10","16","118","68","154","74","290","112","188","86","230","102","290","121","105","70","292","111"
"1400000US36105950600","Census Tract 9506, Sullivan County, New York","1405","139","24","29","61","42","186","56","76","52","290","90","104","58","197","65","94","48","47","33","326","96"
"1400000US36105950700","Census Tract 9507, Sullivan County, New York","2185","244","0","12","0","12","138","114","56","36","253","116","165","107","262","127","388","142","124","80","799","190"
"1400000US36105950800","Census Tract 9508, Sullivan County, New York","3649","198","44","71","51","53","725","151","454","171","702","195","360","149","236","115","249","115","134","74","694","184"
"1400000US36105950900","Census Tract 9509, Sullivan County, New York","1593","165","0","12","0","12","149","91","91","58","247","123","205","127","153","83","132","85","239","124","377","140"
"1400000US36105951000","Census Tract 9510, Sullivan County, New York","2119","125","0","12","21","29","311","101","332","139","617","158","277","121","176","73","135","70","51","28","199","91"
"1400000US36105951100","Census Tract 9511, Sullivan County, New York","1610","84","45","67","54","40","381","92","204","73","136","60","169","59","251","82","139","55","62","35","169","75"
"1400000US36105951200","Census Tract 9512, Sullivan County, New York","3307","209","41","37","83","60","466","132","277","92","603","183","463","131","122","59","256","121","304","118","692","162"
"1400000US36105951300","Census Tract 9513, Sullivan County, New York","2809","126","11","16","12","19","403","120","91","58","104","56","453","130","296","118","469","128","206","102","764","151"
"1400000US36105951500","Census Tract 9515, Sullivan County, New York","1620","94","0","12","13","21","202","65","144","75","363","80","315","108","89","49","189","72","154","77","151","65"
"1400000US36105951600","Census Tract 9516, Sullivan County, New York","2165","133","62","59","0","12","435","151","117","64","523","143","350","134","252","97","115","76","112","74","199","106"
"1400000US36105951700","Census Tract 9517, Sullivan County, New York","2818","147","0","12","20","16","456","106","225","84","376","125","418","103","393","108","297","97","248","107","385","105"
"1400000US36105951800","Census Tract 9518, Sullivan County, New York","2905","315","0","17","0","17","330","187","220","122","98","77","426","169","236","127","647","237","180","108","768","197"
"1400000US36105951900","Census Tract 9519, Sullivan County, New York","1629","117","44","38","0","12","150","69","124","73","309","101","216","98","203","94","142","67","149","75","292","107"
"1400000US36105952000","Census Tract 9520, Sullivan County, New York","2730","136","33","49","0","12","201","90","149","77","237","103","167","84","291","124","189","97","619","177","844","173"
"1400000US36105952100","Census Tract 9521, Sullivan County, New York","1680","166","0","12","0","12","164","56","225","78","169","63","151","88","179","76","105","53","146","74","541","111"
"1400000US36105952200","Census Tract 9522, Sullivan County, New York","1191","49","3","4","31","24","131","38","110","41","104","40","112","32","65","36","93","35","95","39","447","77"
"1400000US36105952300","Census Tract 9523, Sullivan County, New York","1185","53","14","14","62","31","178","48","114","40","116","44","117","38","131","39","124","36","147","47","182","46"
"1400000US36105952400","Census Tract 9524, Sullivan County, New York","1878","76","7","12","6","8","285","79","137","70","192","61","302","90","169","62","241","69","136","61","403","98"
"1400000US36105952500","Census Tract 9525, Sullivan County, New York","1659","78","4","6","36","35","230","68","198","83","134","55","199","72","329","101","105","46","178","58","246","74"
